geneSymbol	chromosome
JA429831	chr1
JB137814	chr1
AK310751	chr1
DQ575786	chr1
DQ599872	chr1
LOC100288069	chr1
LINC00115	chr1
FAM41C	chr1
LOC100130417	chr1
NOC2L	chr1
C1orf170	chr1
HES4	chr1
RNF223	chr1
C1orf159	chr1
JA715134	chr1
JA715143	chr1
AK128833	chr1
TNFRSF18	chr1
TNFRSF4	chr1
SDF4	chr1
FAM132A	chr1
UBE2J2	chr1
ACAP3	chr1
CPSF3L	chr1
DVL1	chr1
MXRA8	chr1
AURKAIP1	chr1
CCNL2	chr1
MRPL20	chr1
ANKRD65	chr1
TMEM240	chr1
SSU72	chr1
C1orf233	chr1
CDK11B	chr1
CDK11A	chr1
SLC35E2	chr1
SLC35E2B	chr1
CDC2L1	chr1
NADK	chr1
GNB1	chr1
TMEM52	chr1
C1orf222	chr1
KIAA1751	chr1
AK054708	chr1
C1orf86	chr1
MORN1	chr1
LOC100129534	chr1
PEX10	chr1
PANK4	chr1
HES5	chr1
LOC100133445	chr1
LOC115110	chr1
MMEL1	chr1
TTC34	chr1
FLJ42875	chr1
MEGF6	chr1
MIR551A	chr1
WRAP73	chr1
TP73-AS1	chr1
LRRC47	chr1
CEP104	chr1
C1orf174	chr1
AK125078	chr1
MIR4689	chr1
NPHP4	chr1
CHD5	chr1
RPL22	chr1
ICMT	chr1
GPR153	chr1
ACOT7	chr1
HES2	chr1
MIR4252	chr1
PLEKHG5	chr1
TNFRSF25	chr1
NOL9	chr1
KLHL21	chr1
DNAJC11	chr1
UTS2	chr1
TNFRSF9	chr1
ERRFI1	chr1
RERE	chr1
BC113958	chr1
ENO1	chr1
SLC2A7	chr1
SLC2A5	chr1
GPR157	chr1
MIR34A	chr1
mir-34	chr1
C1orf200	chr1
BC038541	chr1
CLSTN1	chr1
CTNNBIP1	chr1
LZIC	chr1
DFFA	chr1
CASZ1	chr1
C1orf127	chr1
MASP2	chr1
SRM	chr1
EXOSC10	chr1
MTOR	chr1
FBXO2	chr1
MAD2L2	chr1
MTHFR	chr1
NPPA	chr1
NPPB	chr1
KIAA2013	chr1
DHRS3	chr1
PRAMEF11	chr1
HNRNPCL1	chr1
LOC649330	chr1
PRAMEF4	chr1
PRAMEF6	chr1
LOC440563	chr1
PRAMEF3	chr1
PRAMEF13	chr1
PRAMEF19	chr1
LRRC38	chr1
TMEM51-AS1	chr1
AK055853	chr1
CASP9	chr1
AGMAT	chr1
UQCRHL	chr1
FLJ37453	chr1
ZBTB17	chr1
DQ576383	chr1
HSPB7	chr1
FAM131C	chr1
EPHA2	chr1
ARHGEF19	chr1
RSG1	chr1
FBXO42	chr1
SPATA21	chr1
CROCCP3	chr1
BC036435	chr1
NBPF1	chr1
CROCCP2	chr1
FLJ00313	chr1
BC015342	chr1
ESPNP	chr1
MST1L	chr1
BC070363	chr1
MFAP2	chr1
ATP13A2	chr1
SDHB	chr1
PADI2	chr1
RCC2	chr1
TAS1R2	chr1
ALDH4A1	chr1
MIR4695	chr1
IFFO2	chr1
UBR4	chr1
AX747516	chr1
EMC1	chr1
AKR7L	chr1
AKR7A3	chr1
LOC100506730	chr1
AKR7A2	chr1
CAPZB	chr1
AX748283	chr1
TMCO4	chr1
RNF186	chr1
PLA2G2E	chr1
PLA2G2A	chr1
PLA2G2D	chr1
PLA2G2C	chr1
LOC339505	chr1
CAMK2N1	chr1
MUL1	chr1
DDOST	chr1
KIF17	chr1
SH2D5	chr1
HP1BP3	chr1
EIF4G3	chr1
ECE1	chr1
AX747766	chr1
AK098438	chr1
RAP1GAP	chr1
USP48	chr1
HSPG2	chr1
WNT4	chr1
MIR4253	chr1
LOC729059	chr1
LUZP1	chr1
HTR1D	chr1
HNRNPR	chr1
ZNF436	chr1
TCEA3	chr1
ASAP3	chr1
BC038455	chr1
E2F2	chr1
ID3	chr1
LOC100506963	chr1
GALE	chr1
HMGCL	chr1
FUCA1	chr1
CNR2	chr1
SRSF10	chr1
AK054635	chr1
DQ588542	chr1
MYOM3	chr1
IL22RA1	chr1
IFNLR1	chr1
DQ597487	chr1
DQ601330	chr1
STPG1	chr1
RCAN3AS	chr1
RUNX3	chr1
AX747207	chr1
SYF2	chr1
C1orf63	chr1
AX747205	chr1
RHCE	chr1
LOC646471	chr1
AUNIP	chr1
PAQR7	chr1
STMN1	chr1
MIR3917	chr1
PAFAH2	chr1
SLC30A2	chr1
TRIM63	chr1
UBXN11	chr1
AIM1L	chr1
ZNF683	chr1
AL050085	chr1
GPN2	chr1
GPATCH3	chr1
NR0B2	chr1
C1orf172	chr1
FAM46B	chr1
SLC9A1	chr1
MAP3K6	chr1
FCN3	chr1
CD164L2	chr1
WASF2	chr1
AHDC1	chr1
FGR	chr1
IFI6	chr1
RPA2	chr1
EYA3	chr1
PTAFR	chr1
DNAJC8	chr1
SNHG12	chr1
SNORA61	chr1
SNORA44	chr1
SNORA16A	chr1
SNORD99	chr1
TAF12	chr1
TMEM200B	chr1
SRSF4	chr1
MECR	chr1
BC042538	chr1
MATN1	chr1
LAPTM5	chr1
MIR4420	chr1
SDC3	chr1
PUM1	chr1
SNORD103A	chr1
SNORD85	chr1
NKAIN1	chr1
SNRNP40	chr1
FABP3	chr1
PEF1	chr1
AX747565	chr1
COL16A1	chr1
BAI2	chr1
MIR4254	chr1
SPOCD1	chr1
BC069257	chr1
PTP4A2	chr1
TMEM234	chr1
MTMR9LP	chr1
MARCKSL1	chr1
FAM229A	chr1
BSDC1	chr1
ZBTB8OS	chr1
SYNC	chr1
YARS	chr1
FNDC5	chr1
TMEM54	chr1
RNF19B	chr1
AK2	chr1
AX747064	chr1
TRIM62	chr1
A3GALT2	chr1
PHC2	chr1
MIR3605	chr1
CSMD2	chr1
SMIM12	chr1
DLGAP3	chr1
ZMYM6	chr1
ZMYM6NB	chr1
LOC653160	chr1
AL831889	chr1
BX537811	chr1
SFPQ	chr1
KIAA0319L	chr1
PSMB2	chr1
C1orf216	chr1
CLSPN	chr1
COL8A2	chr1
TRAPPC3	chr1
EVA1B	chr1
STK40	chr1
LSM10	chr1
OSCP1	chr1
MRPS15	chr1
CSF3R	chr1
GRIK3	chr1
LOC728431	chr1
MEAF6	chr1
MIR5581	chr1
SNIP1	chr1
GNL2	chr1
RSPO1	chr1
C1orf109	chr1
AX747480	chr1
EPHA10	chr1
YRDC	chr1
MTF1	chr1
INPP5B	chr1
SF3A3	chr1
FHL3	chr1
POU3F1	chr1
LOC339442	chr1
GJA9-MYCBP	chr1
MYCBP	chr1
RRAGC	chr1
GJA9	chr1
RHBDL2	chr1
PPIEL	chr1
PABPC4	chr1
SNORA55	chr1
HEYL	chr1
NT5C1A	chr1
HPCAL4	chr1
BMP8B	chr1
AB075489	chr1
OXCT2	chr1
TRIT1	chr1
AK304759	chr1
MYCL1	chr1
PPT1	chr1
COL9A2	chr1
RIMS3	chr1
LOC100130557	chr1
CITED4	chr1
SLFNL1	chr1
SCMH1	chr1
EDN2	chr1
HIVEP3	chr1
GUCA2A	chr1
FOXJ3	chr1
ZMYND12	chr1
CLDN19	chr1
LEPRE1	chr1
CCDC23	chr1
SLC2A1	chr1
EBNA1BP2	chr1
DL489965	chr1
C1orf210	chr1
ELOVL1	chr1
MED8	chr1
HYI	chr1
KDM4A-AS1	chr1
SLC6A9	chr1
ERI3	chr1
TMEM53	chr1
BEST4	chr1
TCTEX1D4	chr1
PTCH2	chr1
EIF2B3	chr1
HECTD3	chr1
ZSWIM5	chr1
MUTYH	chr1
TESK2	chr1
CCDC163P	chr1
PRDX1	chr1
CCDC17	chr1
GPBP1L1	chr1
RPS15AP10	chr1
IPP	chr1
PIK3R3	chr1
POMGNT1	chr1
LRRC41	chr1
KNCN	chr1
MKNK1	chr1
MOB3C	chr1
ATPAF1	chr1
EFCAB14	chr1
CYP4Z2P	chr1
CYP4A11	chr1
PDZK1IP1	chr1
STIL	chr1
TAL1	chr1
JA375062	chr1
AX748181	chr1
FOXD2-AS1	chr1
TRABD2B	chr1
SKINTL	chr1
SPATA6	chr1
AGBL4	chr1
BEND5	chr1
DMRTA2	chr1
FAF1	chr1
TTC39A	chr1
EPS15	chr1
NRD1	chr1
MIR761	chr1
AK090844	chr1
RAB3B	chr1
TXNDC12	chr1
KTI12	chr1
CC2D1B	chr1
ORC1	chr1
ZCCHC11	chr1
SELRC1	chr1
ECHDC2	chr1
MAGOH	chr1
SLC1A7	chr1
C1orf123	chr1
LRP8	chr1
SLC25A3P1	chr1
GLIS1	chr1
NDC1	chr1
YIPF1	chr1
HSPB11	chr1
LDLRAD1	chr1
TMEM59	chr1
CYB5RL	chr1
CDCP2	chr1
SSBP3	chr1
FAM151A	chr1
PARS2	chr1
TTC22	chr1
DHCR24	chr1
USP24	chr1
PPAP2B	chr1
C1orf168	chr1
BC048114	chr1
C8B	chr1
DAB1	chr1
OMA1	chr1
AX746780	chr1
TACSTD2	chr1
MYSM1	chr1
JUN	chr1
HSD52	chr1
MIR4711	chr1
CYP2J2	chr1
C1orf87	chr1
AK097193	chr1
BC030753	chr1
TM2D1	chr1
KANK4	chr1
DOCK7	chr1
LINC00466	chr1
ITGB3BP	chr1
BC040909	chr1
AK096291	chr1
JAK1	chr1
AK128734	chr1
BC035370	chr1
MIR3671	chr1
MIR101-1	chr1
AK298300	chr1
INSL5	chr1
WDR78	chr1
SLC35D1	chr1
C1orf141	chr1
SERBP1	chr1
GNG12	chr1
DIRAS3	chr1
WLS	chr1
MIR1262	chr1
RPE65	chr1
DEPDC1	chr1
LRRC40	chr1
ANKRD13C	chr1
PTGER3	chr1
ZRANB2	chr1
MIR186	chr1
NEGR1	chr1
NEGR1-IT1	chr1
LRRIQ3	chr1
C1orf173	chr1
CRYZ	chr1
AK055631	chr1
SLC44A5	chr1
CR936677	chr1
ASB17	chr1
PIGK	chr1
ZZZ3	chr1
USP33	chr1
FUBP1	chr1
ELTD1	chr1
U80773	chr1
BC036594	chr1
MIR548AP	chr1
AK097722	chr1
TTLL7	chr1
UOX	chr1
GNG5	chr1
CTBS	chr1
C1orf180	chr1
SSX2IP	chr1
LPAR3	chr1
MCOLN2	chr1
MCOLN3	chr1
SYDE2	chr1
C1orf52	chr1
BCL10	chr1
DDAH1	chr1
ZNHIT6	chr1
COL24A1	chr1
ODF2L	chr1
SEP15	chr1
LOC100505768	chr1
AK123834	chr1
GTF2B	chr1
CCBL2	chr1
RBMXL1	chr1
GBP3	chr1
GBP1	chr1
GBP7	chr1
GBP2	chr1
GBP4	chr1
GBP5	chr1
LOC729930	chr1
FLJ27354	chr1
GEMIN8P4	chr1
BARHL2	chr1
AK022898	chr1
BC036441	chr1
ZNF644	chr1
HFM1	chr1
TGFBR3	chr1
GLMN	chr1
GFI1	chr1
EVI5	chr1
FAM69A	chr1
TMED5	chr1
LOC100131564	chr1
BCAR3	chr1
MIG7	chr1
DNTTIP2	chr1
GCLM	chr1
ABCA4	chr1
ARHGAP29	chr1
F3	chr1
BC030750	chr1
CNN3	chr1
ALG14	chr1
AK090700	chr1
DPYD	chr1
MIR137HG	chr1
MIR137	chr1
MIR2682	chr1
LPPR5	chr1
FRRS1	chr1
MIR548D1	chr1
BC112312	chr1
SASS6	chr1
LRRC39	chr1
DBT	chr1
LOC100128787	chr1
EXTL2	chr1
DPH5	chr1
RNU6-31P	chr1
OLFM3	chr1
COL11A1	chr1
BC043293	chr1
VAV3	chr1
SLC25A24	chr1
HENMT1	chr1
CLCC1	chr1
AKNAD1	chr1
WDR47	chr1
TAF13	chr1
C1orf194	chr1
PSRC1	chr1
MYBPHL	chr1
SORT1	chr1
PSMA5	chr1
FW340027	chr1
AMIGO1	chr1
GNAT2	chr1
GSTM3	chr1
EPS8L3	chr1
ALX3	chr1
LOC440600	chr1
BC069739	chr1
SLC16A4	chr1
LAMTOR5	chr1
KCNA10	chr1
KCNA2	chr1
KCNA3	chr1
LRIF1	chr1
DRAM2	chr1
DENND2D	chr1
PGCP1	chr1
OVGP1	chr1
WDR77	chr1
ADORA3	chr1
LOC100129269	chr1
FAM212B	chr1
BC041890	chr1
KCND3	chr1
MIR4256	chr1
ST7L	chr1
RHOC	chr1
PPM1J	chr1
AX748125	chr1
SLC16A1	chr1
BC037540	chr1
LOC643441	chr1
PHTF1	chr1
RSBN1	chr1
PTPN22	chr1
BCL2L15	chr1
AP4B1	chr1
BC036361	chr1
BC048113	chr1
SYT6	chr1
TRIM33	chr1
DENND2C	chr1
BCAS2	chr1
DKFZp686N1631	chr1
AMPD1	chr1
CSDE1	chr1
NRAS	chr1
SIKE1	chr1
TSPAN2	chr1
NGF	chr1
CASQ2	chr1
NHLH2	chr1
ATP1A1OS	chr1
CD58	chr1
IGSF3	chr1
TRIM45	chr1
VTCN1	chr1
GDAP2	chr1
SPAG17	chr1
TBX15	chr1
WARS2	chr1
LINC00622	chr1
ZNF697	chr1
HMGCS2	chr1
REG4	chr1
NBPF7	chr1
ADAM30	chr1
NOTCH2	chr1
FCGR1B	chr1
ANKRD20A12P	chr1
DQ586768	chr1
DQ583161	chr1
BC029473	chr1
BC053679	chr1
DQ590126	chr1
DQ587539	chr1
BC070106	chr1
LINC00875	chr1
PPIAL4G	chr1
FAM72D	chr1
LOC728875	chr1
BC047032	chr1
AK094156	chr1
PDE4DIP	chr1
LOC653513	chr1
PFN1P2	chr1
AX747132	chr1
POLR3GL	chr1
GNRHR2	chr1
NUDT17	chr1
AX747161	chr1
POLR3C	chr1
CD160	chr1
GPR89A	chr1
PDZK1P1	chr1
NBPF24	chr1
DQ587808	chr1
LOC728989	chr1
NBPF13P	chr1
PRKAB2	chr1
FMO5	chr1
LINC00624	chr1
ACP6	chr1
GJA5	chr1
NBPF14	chr1
DQ786323	chr1
AF380582	chr1
AK091688	chr1
MIR5087	chr1
FLJ39739	chr1
PPIAL4D	chr1
HIST2H2BF	chr1
AX747534	chr1
HIST2H3D	chr1
HIST2H2BC	chr1
HIST2H2BE	chr1
HIST2H2AB	chr1
SV2A	chr1
SF3B4	chr1
MTMR11	chr1
OTUD7B	chr1
ANP32E	chr1
APH1A	chr1
MCL1	chr1
ENSA	chr1
GOLPH3L	chr1
HORMAD1	chr1
CTSS	chr1
CTSK	chr1
ARNT	chr1
CERS2	chr1
FAM63A	chr1
CDC42SE1	chr1
SEMA6C	chr1
LYSMD1	chr1
TMOD4	chr1
VPS72	chr1
BC021024	chr1
PI4KB	chr1
RFX5	chr1
SELENBP1	chr1
POGZ	chr1
BC127854	chr1
CELF3	chr1
MRPL9	chr1
TDRKH	chr1
LINGO4	chr1
RORC	chr1
C2CD4D	chr1
THEM5	chr1
THEM4	chr1
S100A10	chr1
S100A11	chr1
TCHHL1	chr1
TCHH	chr1
RPTN	chr1
HRNR	chr1
FLG	chr1
FLG2	chr1
CRNN	chr1
LCE3E	chr1
LCE3D	chr1
LCE3A	chr1
LCE1C	chr1
SPRR2D	chr1
SPRR2C	chr1
SPRR2A	chr1
SPRR2B	chr1
SPRR2E	chr1
SPRR2F	chr1
SPRR2G	chr1
PGLYRP3	chr1
PGLYRP4	chr1
S100A12	chr1
S100A8	chr1
S100A7L2	chr1
S100A7	chr1
S100A6	chr1
S100A5	chr1
S100A4	chr1
S100A3	chr1
S100A2	chr1
S100A16	chr1
S100A14	chr1
S100A13	chr1
ILF2	chr1
GATAD2B	chr1
DENND4B	chr1
CRTC2	chr1
SLC39A1	chr1
JTB	chr1
RAB13	chr1
NUP210L	chr1
TPM3	chr1
MIR190B	chr1
C1orf189	chr1
C1orf43	chr1
SHE	chr1
UBE2Q1	chr1
ADAR	chr1
KCNN3	chr1
PMVK	chr1
PBXIP1	chr1
PYGO2	chr1
SHC1	chr1
DCST2	chr1
LOC100505666	chr1
DPM3	chr1
KRTCAP2	chr1
MUC1	chr1
THBS3	chr1
GBA	chr1
GBAP1	chr1
FAM189B	chr1
SCAMP3	chr1
CLK2	chr1
PKLR	chr1
RUSC1-AS1	chr1
ASH1L	chr1
MIR555	chr1
BC041646	chr1
YY1AP1	chr1
GON4L	chr1
RIT1	chr1
KIAA0907	chr1
SNORA42	chr1
SCARNA4	chr1
ARHGEF2	chr1
SSR2	chr1
UBQLN4	chr1
MEX3A	chr1
PAQR6	chr1
SMG5	chr1
C1orf85	chr1
AF086351	chr1
VHLL	chr1
CCT3	chr1
C1orf61	chr1
BC016978	chr1
MIR9-1	chr1
MEF2D	chr1
IQGAP3	chr1
GPATCH4	chr1
BC005081	chr1
NES	chr1
CRABP2	chr1
ISG20L2	chr1
MRPL24	chr1
HDGF	chr1
SH2D2A	chr1
INSRR	chr1
ARHGEF11	chr1
MIR765	chr1
ETV3L	chr1
ETV3	chr1
FCRL5	chr1
FCRL4	chr1
FCRL3	chr1
FCRL2	chr1
FCRL1	chr1
CD5L	chr1
LOC646268	chr1
AK097921	chr1
CD1B	chr1
OR10T2	chr1
OR10K2	chr1
AK057554	chr1
OR6Y1	chr1
OR6P1	chr1
OR10X1	chr1
SPTA1	chr1
OR6K2	chr1
OR6K3	chr1
OR6N1	chr1
OR6N2	chr1
AIM2	chr1
LOC100131825	chr1
OR10J3	chr1
BC038194	chr1
OR10J5	chr1
CRP	chr1
VSIG8	chr1
C1orf204	chr1
CCDC19	chr1
TAGLN2	chr1
IGSF9	chr1
SLAMF9	chr1
PIGM	chr1
KCNJ10	chr1
IGSF8	chr1
AK093299	chr1
DCAF8	chr1
PEX19	chr1
COPA	chr1
SLAMF6	chr1
CD84	chr1
SLAMF1	chr1
CD48	chr1
CD244	chr1
ITLN1	chr1
ITLN2	chr1
F11R	chr1
TSTD1	chr1
USF1	chr1
ARHGAP30	chr1
PVRL4	chr1
PFDN2	chr1
DEDD	chr1
B4GALT3	chr1
ADAMTS4	chr1
APOA2	chr1
NR1I3	chr1
MPZ	chr1
C1orf192	chr1
FCGR3A	chr1
FCGR3B	chr1
RPL31P11	chr1
OLFML2B	chr1
C1orf111	chr1
SH2D1B	chr1
C1orf110	chr1
RGS5	chr1
LOC100505795	chr1
LMX1A	chr1
RXRG	chr1
LOC400794	chr1
ALDH9A1	chr1
TMCO1	chr1
FAM78B	chr1
MIR921	chr1
TADA1	chr1
ILDR2	chr1
GPA33	chr1
RBSG4	chr1
CD247	chr1
CREG1	chr1
ADCY10	chr1
MPC2	chr1
GPR161	chr1
ANKRD36BP1	chr1
LOC100505918	chr1
XCL2	chr1
DPT	chr1
NME7	chr1
CCDC181	chr1
BC041451	chr1
SLC19A2	chr1
F5	chr1
SELP	chr1
SELL	chr1
SELE	chr1
METTL18	chr1
SCYL3	chr1
KIFAP3	chr1
MIR3119-1	chr1
LOC284688	chr1
AK096329	chr1
MIR1295A	chr1
MYOC	chr1
VAMP4	chr1
DNM3OS	chr1
PIGC	chr1
TNFSF18	chr1
TNFSF4	chr1
LOC100506023	chr1
BC136808	chr1
SLC9C2	chr1
ANKRD45	chr1
CENPL	chr1
GAS5	chr1
SNORD47	chr1
SNORD76	chr1
SNORD80	chr1
SNORD81	chr1
SNORD79	chr1
SNORD78	chr1
SNORD44	chr1
SNORD77	chr1
SNORD75	chr1
SNORD74	chr1
SERPINC1	chr1
RC3H1	chr1
MRPS14	chr1
KIAA0040	chr1
TNR	chr1
RFWD2	chr1
SCARNA3	chr1
ASTN1	chr1
MIR488	chr1
SEC16B	chr1
LOC730102	chr1
RASAL2-AS1	chr1
ANGPTL1	chr1
ABL2	chr1
NPHS2	chr1
DQ592690	chr1
DQ571986	chr1
DQ600552	chr1
DQ595741	chr1
DQ601755	chr1
DQ592269	chr1
DQ577099	chr1
DQ587855	chr1
DQ578106	chr1
DQ576856	chr1
DQ590691	chr1
DQ576653	chr1
DQ599950	chr1
DQ594459	chr1
DQ591798	chr1
DQ578586	chr1
TOR1AIP2	chr1
LOC100527964	chr1
ACBD6	chr1
MIR3121	chr1
STX6	chr1
AK056657	chr1
ZNF648	chr1
GLUL	chr1
JA429801	chr1
JA429802	chr1
TEDDM1	chr1
RNASEL	chr1
RGS16	chr1
RGS8	chr1
SHCBP1L	chr1
NMNAT2	chr1
SMG7-AS1	chr1
NCF2	chr1
ARPC5	chr1
APOBEC4	chr1
COLGALT2	chr1
EDEM3	chr1
FAM129A	chr1
TRMT1L	chr1
IVNS1ABP	chr1
LOC100288079	chr1
AF508906	chr1
AF508907	chr1
MIR548F1	chr1
TPR	chr1
RNU6-72P	chr1
PDC	chr1
PTGS2	chr1
FAM5C	chr1
UCHL5	chr1
GLRX2	chr1
B3GALT2	chr1
KCNT2	chr1
MIR4735	chr1
F13B	chr1
ASPM	chr1
ZBTB41	chr1
DENND1B	chr1
ATP6V1G3	chr1
MIR181A1HG	chr1
MIR181B1	chr1
MIR181A1	chr1
BC040869	chr1
LINC00862	chr1
ZNF281	chr1
KIF14	chr1
DDX59	chr1
KIF21B	chr1
CACNA1S	chr1
ASCL5	chr1
TMEM9	chr1
TNNT2	chr1
AK055533	chr1
LAD1	chr1
TNNI1	chr1
PHLDA3	chr1
CSRP1	chr1
AX747377	chr1
LMOD1	chr1
ARL8A	chr1
PTPN7	chr1
UBE2T	chr1
SYT2	chr1
KDM5B	chr1
BC040684	chr1
BC049825	chr1
RABIF	chr1
KLHL12	chr1
ADIPOR1	chr1
CYB5R1	chr1
LOC401980	chr1
MYOG	chr1
FMOD	chr1
MYBPH	chr1
CHI3L1	chr1
BC034684	chr1
CHIT1	chr1
LOC730227	chr1
LINC00303	chr1
ETNK2	chr1
REN	chr1
KISS1	chr1
GOLT1A	chr1
PLEKHA6	chr1
LINC00628	chr1
PPP1R15B	chr1
PIK3C2B	chr1
LRRN2	chr1
AX746920	chr1
TMEM81	chr1
RBBP5	chr1
DSTYK	chr1
NUAK2	chr1
KLHDC8A	chr1
LEMD1	chr1
MIR135B	chr1
LOC284578	chr1
ELK4	chr1
SLC45A3	chr1
NUCKS1	chr1
RAB7L1	chr1
SLC41A1	chr1
AX748016	chr1
PM20D1	chr1
SLC26A9	chr1
C1orf186	chr1
EIF2D	chr1
IL10	chr1
FAIM3	chr1
PIGR	chr1
FCAMR	chr1
C1orf116	chr1
YOD1	chr1
MIR29C	chr1
mir-29b-2	chr1
AK123177	chr1
CD34	chr1
PLXNA2	chr1
LAMB3	chr1
MIR4260	chr1
C1orf74	chr1
IRF6	chr1
SERTAD4-AS1	chr1
KCNH1	chr1
RD3	chr1
SLC30A1	chr1
NEK2	chr1
LPGAT1	chr1
INTS7	chr1
TMEM206	chr1
BATF3	chr1
NSL1	chr1
C1orf227	chr1
FLVCR1-AS1	chr1
ANGEL2	chr1
AK092251	chr1
PTPN14	chr1
BC171896	chr1
USH2A	chr1
ESRRG	chr1
GPATCH2	chr1
LOC728463	chr1
LOC643723	chr1
SLC30A10	chr1
EPRS	chr1
BPNT1	chr1
MIR215	chr1
MIR194-1	chr1
RAB3GAP2	chr1
AURKAPS1	chr1
SNORA36B	chr1
C1orf140	chr1
DUSP10	chr1
DQ587965	chr1
DQ573170	chr1
DQ576410	chr1
DQ584993	chr1
DQ584971	chr1
DQ575983	chr1
DQ597892	chr1
DQ574659	chr1
DQ584609	chr1
DQ600234	chr1
HHIPL2	chr1
TAF1A	chr1
AIDA	chr1
AK094916	chr1
TLR5	chr1
SUSD4	chr1
CAPN8	chr1
TP53BP2	chr1
HM358976	chr1
NVL	chr1
MIR320B2	chr1
WDR26	chr1
DL490795	chr1
AB586698	chr1
MIR4742	chr1
LBR	chr1
ENAH	chr1
TMEM63A	chr1
PYCR2	chr1
LEFTY1	chr1
LEFTY2	chr1
SDE2	chr1
ACBD3	chr1
LIN9	chr1
PARP1	chr1
AK055856	chr1
ITPKB	chr1
CDC42BPA	chr1
ZNF847P	chr1
JMJD4	chr1
WNT9A	chr1
MIR5008	chr1
C1orf35	chr1
MRPL55	chr1
C1orf145	chr1
TRIM11	chr1
TRIM17	chr1
HIST3H3	chr1
HIST3H2A	chr1
BC015435	chr1
AX748369	chr1
CCSAP	chr1
ACTA1	chr1
NUP133	chr1
AX747652	chr1
ABCB10	chr1
TAF5L	chr1
PGBD5	chr1
AGT	chr1
C1orf198	chr1
TTC13	chr1
FAM89A	chr1
MIR1182	chr1
LOC149373	chr1
C1orf131	chr1
EXOC8	chr1
EGLN1	chr1
SNRPD2P2	chr1
LINC00582	chr1
DISC2	chr1
SIPA1L2	chr1
PCNXL2	chr1
AK054726	chr1
TARBP1	chr1
LOC100506795	chr1
IRF2BP2	chr1
BC016972	chr1
TOMM20	chr1
SNORA14B	chr1
ARID4B	chr1
RBM34	chr1
MIR4753	chr1
B3GALNT2	chr1
GNG4	chr1
LYST	chr1
MIR1537	chr1
NID1	chr1
ERO1LB	chr1
LGALS8-AS1	chr1
HEATR1	chr1
MT1HL1	chr1
ZP4	chr1
LOC339535	chr1
GREM2	chr1
RGS7	chr1
FH	chr1
OPN3	chr1
CHML	chr1
MAP1LC3C	chr1
PLD5	chr1
LOC731275	chr1
CEP170	chr1
AKT3	chr1
ADSS	chr1
HNRNPU-AS1	chr1
HNRNPU	chr1
SMYD3	chr1
LOC255654	chr1
TFB2M	chr1
AHCTF1	chr1
ZNF670-ZNF695	chr1
ZNF695	chr1
ZNF670	chr1
ZNF669	chr1
C1orf229	chr1
ZNF124	chr1
BC043220	chr1
MIR3916	chr1
ZNF496	chr1
OR2B11	chr1
GCSAML-AS1	chr1
OR2C3	chr1
OR13G1	chr1
OR6F1	chr1
OR1C1	chr1
OR14A16	chr1
OR11L1	chr1
OR2T33	chr1
OR2T12	chr1
OR2M7	chr1
OR2T29	chr1
OR2T34	chr1
OR2T10	chr1
OR2T11	chr1
OR2T35	chr1
OR2T27	chr1
OR14I1	chr1
BC033943	chr1
LYPD8	chr1
SH3BP5L	chr1
ZNF692	chr1
ZMYND11	chr10
PRR26	chr10
BC127786	chr10
GTPBP4	chr10
IDI2-AS1	chr10
WDR37	chr10
BC046483	chr10
AX748285	chr10
LINC00200	chr10
ADARB2-AS1	chr10
PFKP	chr10
PITRM1-AS1	chr10
BC039685	chr10
BC037918	chr10
AK055803	chr10
AK095699	chr10
LINC00705	chr10
AKR1E2	chr10
AKR1C3	chr10
AKR1C1	chr10
AKR1C4	chr10
UCN3	chr10
NET1	chr10
CALML3	chr10
FAM208B	chr10
C10orf18	chr10
FBXO18	chr10
RBM17	chr10
PFKFB3	chr10
MIR3155A	chr10
LOC399715	chr10
PRKCQ-AS1	chr10
LINC00707	chr10
ITIH2	chr10
ATP5C1	chr10
TAF3	chr10
GATA3	chr10
HV745896	chr10
HV745902	chr10
HV745899	chr10
BC032914	chr10
CELF2	chr10
AF007147	chr10
ECHDC3	chr10
PROSER2	chr10
SEC61A2	chr10
DHTKD1	chr10
CDC123	chr10
CAMK1D	chr10
MIR4480	chr10
LOC283070	chr10
OPTN	chr10
MCM10	chr10
PRPF18	chr10
AK055017	chr10
MIR1265	chr10
HSPA14	chr10
SUV39H2	chr10
MEIG1	chr10
OLAH	chr10
RPP38	chr10
PTER	chr10
VIM	chr10
ST8SIA6-AS1	chr10
STAM	chr10
TMEM236	chr10
MRC1	chr10
MIR511-2	chr10
SLC39A12	chr10
CACNB2	chr10
ARL5B	chr10
AK022915	chr10
DQ600701	chr10
C10orf112	chr10
AK297683	chr10
PLXDC2	chr10
MIR4675	chr10
NEBL-AS1	chr10
AK055656	chr10
MLLT10	chr10
LOC100130992	chr10
COMMD3-BMI1	chr10
BMI1	chr10
COMMD3	chr10
SPAG6	chr10
ARMC3	chr10
MSRB2	chr10
PTF1A	chr10
OTUD1	chr10
KIAA1217	chr10
MIR603	chr10
THNSL1	chr10
GPR158	chr10
AK123440	chr10
MYO3A	chr10
GAD2	chr10
APBB1IP	chr10
LINC00264	chr10
LINC00202-2	chr10
PDSS1	chr10
MASTL	chr10
AK125237	chr10
RAB18	chr10
WAC	chr10
MIR5586	chr10
BAMBI	chr10
